,Ticket,Date,Resultat_net,BNPA,PER,Dividende,Description,Profile_Téléphone_,Profile_Adresse_,Profile_Dirigeants_,Profile_Nombre_de_titres_,Profile_Valorisation_de_la_société_,Company_Name,Pays,Secteur
140,TOTAL SN,2020,5827,178.87,12.86,105,"Présent au Sénégal depuis 1954, TOTAL est le leader du marketing des produits pétroliers dans le pays. La société est cotée à la bourse régionale (BRVM) depuis le 20 février 2015.  TOTAL SENEGAL possède le plus grand réseau de stations-service avec 173 stations à l'échelle nationale en 2016.  L'ensemble des activités de TOTAL Sénégal comprend l'importation, le stockage et la distribution de produits pétroliers. Ces produits sont répartis entre les métiers suivants: le réseau des stations-service, les clients industriels et commerciaux, les carburants d'aviation, les carburants pour la marine, les lubrifiants et le GPL.",(+221) 33 864 90 00,"Route de l'Aéroport sur la station total NGOR, Sénégal","Président-Directeur Général : Samba Salfal SEYE, Directeur Général: Hamady SY",32 577 700,71 671 MFCFA,TOTAL SENEGAL,Senegal,Industrie
141,TOTAL SN,2021,6064,186.14,12.36,224,"Présent au Sénégal depuis 1954, TOTAL est le leader du marketing des produits pétroliers dans le pays. La société est cotée à la bourse régionale (BRVM) depuis le 20 février 2015.  TOTAL SENEGAL possède le plus grand réseau de stations-service avec 173 stations à l'échelle nationale en 2016.  L'ensemble des activités de TOTAL Sénégal comprend l'importation, le stockage et la distribution de produits pétroliers. Ces produits sont répartis entre les métiers suivants: le réseau des stations-service, les clients industriels et commerciaux, les carburants d'aviation, les carburants pour la marine, les lubrifiants et le GPL.",(+221) 33 864 90 00,"Route de l'Aéroport sur la station total NGOR, Sénégal","Président-Directeur Général : Samba Salfal SEYE, Directeur Général: Hamady SY",32 577 700,71 671 MFCFA,TOTAL SENEGAL,Senegal,Industrie
142,TOTAL SN,2022,4693,144.05,15.97,187,"Présent au Sénégal depuis 1954, TOTAL est le leader du marketing des produits pétroliers dans le pays. La société est cotée à la bourse régionale (BRVM) depuis le 20 février 2015.  TOTAL SENEGAL possède le plus grand réseau de stations-service avec 173 stations à l'échelle nationale en 2016.  L'ensemble des activités de TOTAL Sénégal comprend l'importation, le stockage et la distribution de produits pétroliers. Ces produits sont répartis entre les métiers suivants: le réseau des stations-service, les clients industriels et commerciaux, les carburants d'aviation, les carburants pour la marine, les lubrifiants et le GPL.",(+221) 33 864 90 00,"Route de l'Aéroport sur la station total NGOR, Sénégal","Président-Directeur Général : Samba Salfal SEYE, Directeur Général: Hamady SY",32 577 700,71 671 MFCFA,TOTAL SENEGAL,Senegal,Industrie
143,TOTAL SN,2023,8475,260.15,8.84,234,"Présent au Sénégal depuis 1954, TOTAL est le leader du marketing des produits pétroliers dans le pays. La société est cotée à la bourse régionale (BRVM) depuis le 20 février 2015.  TOTAL SENEGAL possède le plus grand réseau de stations-service avec 173 stations à l'échelle nationale en 2016.  L'ensemble des activités de TOTAL Sénégal comprend l'importation, le stockage et la distribution de produits pétroliers. Ces produits sont répartis entre les métiers suivants: le réseau des stations-service, les clients industriels et commerciaux, les carburants d'aviation, les carburants pour la marine, les lubrifiants et le GPL.",(+221) 33 864 90 00,"Route de l'Aéroport sur la station total NGOR, Sénégal","Président-Directeur Général : Samba Salfal SEYE, Directeur Général: Hamady SY",32 577 700,71 671 MFCFA,TOTAL SENEGAL,Senegal,Industrie
144,TOTAL SN,2024,4222,130.0,17.69,200,"Présent au Sénégal depuis 1954, TOTAL est le leader du marketing des produits pétroliers dans le pays. La société est cotée à la bourse régionale (BRVM) depuis le 20 février 2015.  TOTAL SENEGAL possède le plus grand réseau de stations-service avec 173 stations à l'échelle nationale en 2016.  L'ensemble des activités de TOTAL Sénégal comprend l'importation, le stockage et la distribution de produits pétroliers. Ces produits sont répartis entre les métiers suivants: le réseau des stations-service, les clients industriels et commerciaux, les carburants d'aviation, les carburants pour la marine, les lubrifiants et le GPL.",(+221) 33 864 90 00,"Route de l'Aéroport sur la station total NGOR, Sénégal","Président-Directeur Général : Samba Salfal SEYE, Directeur Général: Hamady SY",32 577 700,71 671 MFCFA,TOTAL SENEGAL,Senegal,Industrie
145,TTC,2020,10419,165.47,12.09,114,"TOTAL CI fait partie du Total Group, qui est la quatrième plus grande société internationale de pétrole et de gaz intégrée en bourse dans le monde avec une présence dans plus de 100 pays. La société existe en Côte d'Ivoire depuis 1947. 
 La filiale ivoirienne du géant français opère dans la distribution de produits pétroliers et services associés ainsi que du trading. Avec un réseau de plus de 170 stations-service à travers le pays, Total CI est le leader de la distribution de carburant.",(+225) 20 -31-61-16,"Immeuble Rive Gauche 100, rue des brasseurs - Zone 3, Côte d'Ivoire  Abidjan",Almoktar ALLAHOURY,62 961 600,131 590 MFCFA,Total Côte Ivoire,Cote Ivoire,Industrie
146,TTC,2021,7648,121.0,16.53,109,"TOTAL CI fait partie du Total Group, qui est la quatrième plus grande société internationale de pétrole et de gaz intégrée en bourse dans le monde avec une présence dans plus de 100 pays. La société existe en Côte d'Ivoire depuis 1947. 
 La filiale ivoirienne du géant français opère dans la distribution de produits pétroliers et services associés ainsi que du trading. Avec un réseau de plus de 170 stations-service à travers le pays, Total CI est le leader de la distribution de carburant.",(+225) 20 -31-61-16,"Immeuble Rive Gauche 100, rue des brasseurs - Zone 3, Côte d'Ivoire  Abidjan",Almoktar ALLAHOURY,62 961 600,131 590 MFCFA,Total Côte Ivoire,Cote Ivoire,Industrie
147,TTC,2022,11143,176.99,11.3,159,"TOTAL CI fait partie du Total Group, qui est la quatrième plus grande société internationale de pétrole et de gaz intégrée en bourse dans le monde avec une présence dans plus de 100 pays. La société existe en Côte d'Ivoire depuis 1947. 
 La filiale ivoirienne du géant français opère dans la distribution de produits pétroliers et services associés ainsi que du trading. Avec un réseau de plus de 170 stations-service à travers le pays, Total CI est le leader de la distribution de carburant.",(+225) 20 -31-61-16,"Immeuble Rive Gauche 100, rue des brasseurs - Zone 3, Côte d'Ivoire  Abidjan",Almoktar ALLAHOURY,62 961 600,131 590 MFCFA,Total Côte Ivoire,Cote Ivoire,Industrie
148,TTC,2023,12279,195.03,10.25,176,"TOTAL CI fait partie du Total Group, qui est la quatrième plus grande société internationale de pétrole et de gaz intégrée en bourse dans le monde avec une présence dans plus de 100 pays. La société existe en Côte d'Ivoire depuis 1947. 
 La filiale ivoirienne du géant français opère dans la distribution de produits pétroliers et services associés ainsi que du trading. Avec un réseau de plus de 170 stations-service à travers le pays, Total CI est le leader de la distribution de carburant.",(+225) 20 -31-61-16,"Immeuble Rive Gauche 100, rue des brasseurs - Zone 3, Côte d'Ivoire  Abidjan",Almoktar ALLAHOURY,62 961 600,131 590 MFCFA,Total Côte Ivoire,Cote Ivoire,Industrie
149,TTC,2024,8709,138.0,14.49,200,"TOTAL CI fait partie du Total Group, qui est la quatrième plus grande société internationale de pétrole et de gaz intégrée en bourse dans le monde avec une présence dans plus de 100 pays. La société existe en Côte d'Ivoire depuis 1947. 
 La filiale ivoirienne du géant français opère dans la distribution de produits pétroliers et services associés ainsi que du trading. Avec un réseau de plus de 170 stations-service à travers le pays, Total CI est le leader de la distribution de carburant.",(+225) 20 -31-61-16,"Immeuble Rive Gauche 100, rue des brasseurs - Zone 3, Côte d'Ivoire  Abidjan",Almoktar ALLAHOURY,62 961 600,131 590 MFCFA,Total Côte Ivoire,Cote Ivoire,Industrie
150,VIVO CI,2020,5465,8675.0,8.93,64,VIVO ENERGY Côte d'Ivoire est l'un des principaux acteurs du marché des carburants différenciés et des lubrifiants.,(+225) 21-75-27-27,"Rue des pétroliers, Zone Industrielle de Vridi Abidjan",Abou Sow,63 000 000,46 305 MFCFA,VIVO Energy,Cote Ivoire,Distribution
151,VIVO CI,2021,-4858,-7711.0,0.0,0,VIVO ENERGY Côte d'Ivoire est l'un des principaux acteurs du marché des carburants différenciés et des lubrifiants.,(+225) 21-75-27-27,"Rue des pétroliers, Zone Industrielle de Vridi Abidjan",Abou Sow,63 000 000,46 305 MFCFA,VIVO Energy,Cote Ivoire,Distribution
152,VIVO CI,2022,2140,3397.0,22.81,29,VIVO ENERGY Côte d'Ivoire est l'un des principaux acteurs du marché des carburants différenciés et des lubrifiants.,(+225) 21-75-27-27,"Rue des pétroliers, Zone Industrielle de Vridi Abidjan",Abou Sow,63 000 000,46 305 MFCFA,VIVO Energy,Cote Ivoire,Distribution
153,VIVO CI,2023,3753,5956.0,13.01,53,VIVO ENERGY Côte d'Ivoire est l'un des principaux acteurs du marché des carburants différenciés et des lubrifiants.,(+225) 21-75-27-27,"Rue des pétroliers, Zone Industrielle de Vridi Abidjan",Abou Sow,63 000 000,46 305 MFCFA,VIVO Energy,Cote Ivoire,Distribution
154,VIVO CI,2024,4012,6400.0,12.11,57,VIVO ENERGY Côte d'Ivoire est l'un des principaux acteurs du marché des carburants différenciés et des lubrifiants.,(+225) 21-75-27-27,"Rue des pétroliers, Zone Industrielle de Vridi Abidjan",Abou Sow,63 000 000,46 305 MFCFA,VIVO Energy,Cote Ivoire,Distribution
